0.418,0.20212765957446807,-2
0.418,0.20212765957446807,-2
0.424,0.1950354609929078,-2
0.426,0.1950354609929078,-2
0.43,0.19148936170212766,-2
0.434,0.19148936170212766,-2
0.442,0.1879432624113475,-2
0.446,0.18439716312056736,-2
0.45,0.18085106382978725,-2
0.448,0.1773049645390071,-2
0.448,0.1773049645390071,-2
0.448,0.1702127659574468,-2
0.448,0.16666666666666666,-2
0.448,0.16666666666666666,-2
0.45,0.1702127659574468,-2
0.45,0.1702127659574468,-2
0.452,0.16666666666666666,-2
0.454,0.1702127659574468,-2
0.456,0.17375886524822695,-2
0.374,0.1595744680851064,-1
0.374,0.1595744680851064,-1
0.374,0.1595744680851064,-1
0.376,0.1595744680851064,-1
0.376,0.1595744680851064,-1
0.374,0.15602836879432624,-1
0.374,0.15602836879432624,-1
0.374,0.15602836879432624,-1
0.374,0.1595744680851064,-1
0.374,0.1595744680851064,-1
0.374,0.1595744680851064,-1
0.374,0.1595744680851064,-1
0.376,0.1595744680851064,-1
0.374,0.1595744680851064,-1
0.376,0.1595744680851064,-1
0.376,0.1595744680851064,-1
0.376,0.15602836879432624,-1
0.374,0.15602836879432624,-1
0.374,0.15602836879432624,-1
0.372,0.15602836879432624,-1
0.268,0.14184397163120568,0
0.264,0.14184397163120568,0
0.258,0.14184397163120568,0
0.26,0.13829787234042554,0
0.26,0.13120567375886524,0
0.262,0.1276595744680851,0
0.262,0.12056737588652482,0
0.262,0.12411347517730496,0
0.264,0.12056737588652482,0
0.264,0.12056737588652482,0
0.262,0.12411347517730496,0
0.26,0.12411347517730496,0
0.262,0.12056737588652482,0
0.26,0.12056737588652482,0
0.262,0.12056737588652482,0
0.262,0.12056737588652482,0
0.1,0.09219858156028368,1
0.1,0.09219858156028368,1
0.1,0.08865248226950355,1
0.1,0.08865248226950355,1
0.1,0.08865248226950355,1
0.1,0.08865248226950355,1
0.1,0.08865248226950355,1
0.1,0.09219858156028368,1
0.1,0.09219858156028368,1
0.1,0.09219858156028368,1
0.102,0.09219858156028368,1
0.102,0.09219858156028368,1
0.102,0.09574468085106383,1
0.1,0.09574468085106383,1
0.102,0.09219858156028368,1
0.104,0.09219858156028368,1
0.102,0.08865248226950355,1
0.102,0.08865248226950355,1
0.018,0.10638297872340426,2
0.016,0.10283687943262411,2
0.016,0.09929078014184398,2
0.016,0.09219858156028368,2
0.014,0.09219858156028368,2
0.014,0.09219858156028368,2
0.012,0.09219858156028368,2
0.012,0.09219858156028368,2
0.012,0.09219858156028368,2
0.014,0.09574468085106383,2
0.014,0.09219858156028368,2
0.016,0.09219858156028368,2
0.02,0.09219858156028368,2
0.02,0.09574468085106383,2
0.022,0.09574468085106383,2
0.018,0.09574468085106383,2
0.016,0.09219858156028368,2
0.016,0.08865248226950355,2
