-0.42,0.35815602836879434,-2
-0.424,0.3546099290780142,-2
-0.434,0.3404255319148936,-2
-0.442,0.3191489361702128,-2
-0.446,0.2907801418439716,-2
-0.452,0.2624113475177305,-2
-0.462,0.20212765957446807,-2
-0.466,0.1595744680851064,-2
-0.468,0.11702127659574468,-2
-0.468,0.07092198581560284,-2
-0.468,0.02127659574468085,-2
-0.468,-0.02127659574468085,-2
-0.468,-0.0673758865248227,-2
-0.464,-0.11702127659574468,-2
-0.464,-0.15602836879432624,-2
-0.456,-0.1950354609929078,-2
-0.462,-0.23404255319148937,-2
-0.456,-0.2695035460992908,-2
-0.456,-0.30141843971631205,-2
-0.454,-0.32978723404255317,-2
-0.456,-0.3546099290780142,-2
-0.46,-0.36879432624113473,-2
-0.46,-0.36879432624113473,-2
-0.46,-0.36879432624113473,-2
-0.46,-0.3617021276595745,-2
-0.458,-0.33687943262411346,-2
-0.456,-0.30141843971631205,-2
-0.454,-0.2624113475177305,-2
-0.452,-0.21631205673758866,-2
-0.45,-0.19858156028368795,-2
-0.454,-0.15602836879432624,-2
-0.456,-0.11347517730496454,-2
-0.456,-0.09219858156028368,-2
-0.456,-0.04964539007092199,-2
-0.454,-0.014184397163120567,-2
-0.454,0.024822695035460994,-2
-0.454,0.04609929078014184,-2
-0.454,0.1099290780141844,-2
-0.452,0.1453900709219858,-2
-0.448,0.1773049645390071,-2
-0.444,0.2375886524822695,-2
-0.444,0.2553191489361702,-2
-0.444,0.2695035460992908,-2
-0.444,0.31560283687943264,-2
-0.442,0.3404255319148936,-2
-0.442,0.3617021276595745,-2
-0.442,0.37943262411347517,-2
-0.442,0.39361702127659576,-2
-0.442,0.39361702127659576,-2
-0.44,0.3829787234042553,-2
-0.44,0.3617021276595745,-2
-0.442,0.3475177304964539,-2
-0.444,0.31560283687943264,-2
-0.448,0.2765957446808511,-2
-0.45,0.26595744680851063,-2
-0.46,0.1702127659574468,-2
-0.46,0.14893617021276595,-2
-0.46,0.10638297872340426,-2
-0.466,0.06382978723404255,-2
